1.000000,40.694055,6.956548
100.000000,4.578574,0.206263
50.000000,5.293569,0.216664
25.000000,8.586434,1.508968
13.000000,15.099499,2.717269
37.000000,7.662129,1.638136
7.000000,23.806993,3.026913
43.000000,5.924635,0.259638
19.000000,9.415144,0.860013
40.000000,6.383851,0.398690
4.000000,30.577788,3.741633
10.000000,17.055643,2.191374
16.000000,14.046978,2.420297
2.000000,32.397705,2.563826
8.000000,19.850574,1.968053
11.000000,16.868377,1.941814
5.000000,24.647858,2.146744
38.000000,6.869299,0.512909
17.000000,12.638531,2.087140
14.000000,12.270999,1.190817
15.000000,13.801398,2.025510
3.000000,27.114110,2.686657
18.000000,10.891470,1.316299
9.000000,17.501117,1.861752
12.000000,15.565362,1.830870
